Sito;Lissone;
Data e ora del report;2018/1/7 07:50:39   ;Dalla data;2018/1/6 00:00:00   ;Alla data;2018/1/7 00:00:00   ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2018/1/6 00:15:00   ;20.20     ;36.20     ;20.40     ;35.30     ;19.10     ;40.10     ;20.20     ;35.00     ;21.80     ;32.20     
2018/1/6 00:30:00   ;20.20     ;36.20     ;20.40     ;35.30     ;19.30     ;40.10     ;20.20     ;35.50     ;21.80     ;32.70     
2018/1/6 00:45:00   ;20.20     ;36.20     ;20.40     ;35.80     ;19.30     ;40.10     ;20.20     ;35.50     ;21.80     ;32.70     
2018/1/6 01:00:00   ;20.20     ;36.70     ;20.40     ;35.80     ;19.30     ;40.10     ;20.20     ;35.50     ;21.80     ;32.70     
2018/1/6 01:15:00   ;20.20     ;36.70     ;20.40     ;35.80     ;19.30     ;40.10     ;20.20     ;36.00     ;21.80     ;32.70     
2018/1/6 01:30:00   ;20.20     ;36.70     ;20.40     ;35.80     ;19.20     ;41.10     ;20.20     ;36.00     ;21.80     ;33.20     
2018/1/6 01:45:00   ;20.20     ;36.70     ;20.40     ;36.30     ;19.20     ;41.10     ;20.20     ;36.00     ;21.80     ;33.20     
2018/1/6 02:00:00   ;20.20     ;37.20     ;20.40     ;36.30     ;19.30     ;41.10     ;20.20     ;36.00     ;21.80     ;33.20     
2018/1/6 02:15:00   ;20.20     ;37.20     ;20.40     ;36.30     ;19.30     ;41.10     ;20.30     ;36.00     ;21.80     ;33.20     
2018/1/6 02:30:00   ;20.20     ;37.20     ;20.40     ;36.30     ;19.30     ;41.10     ;20.30     ;36.00     ;21.90     ;33.20     
2018/1/6 02:45:00   ;20.20     ;37.20     ;20.40     ;36.30     ;19.30     ;41.10     ;20.30     ;36.50     ;21.90     ;33.20     
2018/1/6 03:00:00   ;20.20     ;37.20     ;20.40     ;36.30     ;19.30     ;41.10     ;20.30     ;36.50     ;21.90     ;33.20     
2018/1/6 03:15:00   ;20.20     ;37.70     ;20.40     ;36.30     ;19.20     ;41.10     ;20.30     ;36.50     ;21.90     ;33.20     
2018/1/6 03:30:00   ;20.20     ;37.70     ;20.40     ;36.80     ;19.30     ;41.10     ;20.30     ;36.50     ;21.90     ;33.20     
2018/1/6 03:45:00   ;20.20     ;37.70     ;20.40     ;36.80     ;19.20     ;41.10     ;20.30     ;36.50     ;21.90     ;33.20     
2018/1/6 04:00:00   ;20.20     ;37.70     ;20.40     ;36.80     ;19.20     ;41.60     ;20.40     ;36.50     ;21.90     ;33.70     
2018/1/6 04:15:00   ;20.20     ;37.70     ;20.40     ;36.80     ;19.20     ;41.60     ;20.40     ;36.50     ;21.90     ;33.70     
2018/1/6 04:30:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.20     ;41.60     ;20.40     ;36.50     ;21.90     ;33.70     
2018/1/6 04:45:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;36.50     ;21.90     ;33.70     
2018/1/6 05:00:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 05:15:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 05:30:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 05:45:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 06:00:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.30     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 06:15:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.40     ;41.60     ;20.40     ;37.00     ;21.90     ;33.70     
2018/1/6 06:30:00   ;20.20     ;38.20     ;20.40     ;37.30     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 06:45:00   ;20.20     ;38.70     ;20.40     ;37.30     ;19.40     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 07:00:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 07:15:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.40     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 07:30:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 07:45:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.60     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 08:00:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.60     ;41.60     ;20.40     ;37.00     ;21.90     ;34.20     
2018/1/6 08:15:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.60     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 08:30:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 08:45:00   ;20.20     ;38.70     ;20.40     ;37.80     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 09:00:00   ;20.20     ;38.70     ;20.30     ;38.30     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 09:15:00   ;20.20     ;38.70     ;20.30     ;38.30     ;19.50     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 09:30:00   ;20.20     ;38.70     ;20.40     ;38.30     ;19.60     ;41.60     ;20.40     ;37.00     ;21.90     ;34.70     
2018/1/6 09:45:00   ;20.20     ;38.70     ;20.40     ;38.30     ;19.50     ;41.60     ;20.40     ;37.00     ;22.00     ;34.70     
2018/1/6 10:00:00   ;20.20     ;39.20     ;20.40     ;38.30     ;19.70     ;41.60     ;20.40     ;37.00     ;22.00     ;34.70     
2018/1/6 10:15:00   ;20.20     ;39.20     ;20.50     ;38.30     ;19.60     ;41.60     ;20.50     ;37.50     ;22.00     ;34.70     
2018/1/6 10:30:00   ;20.20     ;39.20     ;20.50     ;38.30     ;19.60     ;42.10     ;20.50     ;37.50     ;22.10     ;34.70     
2018/1/6 10:45:00   ;20.20     ;39.20     ;20.50     ;38.30     ;18.60     ;45.90     ;20.20     ;40.50     ;21.50     ;37.60     
2018/1/6 11:00:00   ;20.20     ;39.70     ;20.50     ;38.30     ;16.50     ;52.40     ;18.60     ;45.50     ;20.10     ;41.10     
2018/1/6 11:15:00   ;20.20     ;39.70     ;20.50     ;39.30     ;16.10     ;54.40     ;18.20     ;46.50     ;19.50     ;42.60     
2018/1/6 11:30:00   ;20.20     ;40.20     ;20.50     ;39.30     ;16.20     ;54.40     ;17.70     ;48.50     ;18.60     ;45.60     
2018/1/6 11:45:00   ;20.20     ;40.20     ;20.50     ;39.30     ;15.70     ;55.40     ;17.50     ;49.00     ;18.70     ;45.60     
2018/1/6 12:00:00   ;20.20     ;40.70     ;20.50     ;39.30     ;15.70     ;56.40     ;17.40     ;50.00     ;18.70     ;45.60     
2018/1/6 12:15:00   ;20.20     ;40.70     ;20.50     ;39.30     ;15.50     ;56.90     ;17.30     ;50.00     ;18.70     ;45.60     
2018/1/6 12:30:00   ;20.30     ;40.70     ;20.60     ;39.30     ;17.10     ;52.90     ;17.70     ;49.50     ;19.30     ;44.60     
2018/1/6 12:45:00   ;20.30     ;40.70     ;20.60     ;39.30     ;17.80     ;50.40     ;18.50     ;47.00     ;20.30     ;41.60     
2018/1/6 13:00:00   ;20.40     ;40.70     ;20.60     ;39.30     ;18.40     ;48.40     ;19.00     ;45.00     ;20.80     ;40.10     
2018/1/6 13:15:00   ;20.40     ;40.70     ;20.60     ;39.30     ;18.60     ;47.90     ;19.20     ;44.00     ;21.10     ;39.10     
2018/1/6 13:30:00   ;20.40     ;40.70     ;20.60     ;39.30     ;18.80     ;47.40     ;19.40     ;43.00     ;21.20     ;38.60     
2018/1/6 13:45:00   ;20.50     ;40.70     ;20.60     ;39.30     ;18.80     ;47.40     ;19.60     ;42.50     ;21.40     ;38.60     
2018/1/6 14:00:00   ;20.50     ;40.70     ;20.60     ;39.30     ;18.80     ;46.90     ;19.70     ;42.00     ;21.50     ;38.10     
2018/1/6 14:15:00   ;20.50     ;40.70     ;20.60     ;39.30     ;18.90     ;46.90     ;19.80     ;41.50     ;21.60     ;38.10     
2018/1/6 14:30:00   ;20.50     ;40.70     ;20.60     ;39.30     ;18.90     ;46.90     ;19.90     ;41.50     ;21.70     ;37.60     
2018/1/6 14:45:00   ;20.50     ;40.70     ;20.70     ;39.30     ;18.90     ;46.90     ;20.00     ;41.50     ;21.70     ;37.60     
2018/1/6 15:00:00   ;20.50     ;40.70     ;20.70     ;39.30     ;19.00     ;46.90     ;20.10     ;41.50     ;21.80     ;37.60     
2018/1/6 15:15:00   ;20.50     ;40.70     ;20.70     ;39.30     ;19.10     ;46.90     ;20.20     ;41.50     ;21.90     ;37.60     
