Sito;Lissone;
Data e ora del report;2017/12/9 07:50:35  ;Dalla data;2017/12/8 00:00:00  ;Alla data;2017/12/9 00:00:00  ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/12/8 00:15:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.90     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 00:30:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.80     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 00:45:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.80     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 01:00:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.80     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 01:15:00  ;20.70     ;31.60     ;21.20     ;30.20     ;19.00     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 01:30:00  ;20.70     ;31.60     ;21.20     ;30.20     ;19.00     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 01:45:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.80     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 02:00:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.70     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 02:15:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.70     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 02:30:00  ;20.70     ;31.60     ;21.20     ;30.20     ;18.70     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 02:45:00  ;20.70     ;31.60     ;21.10     ;30.20     ;18.60     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 03:00:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.70     ;37.50     ;20.40     ;32.10     ;21.90     ;29.10     
2017/12/8 03:15:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.50     ;37.50     ;20.30     ;32.10     ;21.90     ;29.10     
2017/12/8 03:30:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.60     ;37.50     ;20.30     ;32.10     ;21.90     ;29.10     
2017/12/8 03:45:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.60     ;37.50     ;20.30     ;32.10     ;21.90     ;29.10     
2017/12/8 04:00:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.60     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 04:15:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 04:30:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 04:45:00  ;20.70     ;32.10     ;21.10     ;30.20     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 05:00:00  ;20.60     ;32.10     ;21.10     ;30.20     ;18.50     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 05:15:00  ;20.60     ;32.10     ;21.10     ;30.20     ;18.50     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 05:30:00  ;20.60     ;32.10     ;21.10     ;30.20     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 05:45:00  ;20.60     ;32.10     ;21.10     ;30.70     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 06:00:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 06:15:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.50     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 06:30:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.50     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 06:45:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.50     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 07:00:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.60     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
2017/12/8 07:15:00  ;20.60     ;32.10     ;21.00     ;30.70     ;18.40     ;37.50     ;20.30     ;32.10     ;21.80     ;29.10     
