Sito;Lissone;
Data e ora del report;2017/11/5 07:50:18  ;Dalla data;2017/11/4 00:00:00  ;Alla data;2017/11/5 00:00:00  ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/11/4 00:15:00  ;17.50     ;51.50     ;17.20     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;44.20     
2017/11/4 00:30:00  ;17.50     ;51.50     ;17.20     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;44.20     
2017/11/4 00:45:00  ;17.50     ;51.50     ;17.20     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;44.20     
2017/11/4 01:00:00  ;17.50     ;51.50     ;17.10     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;44.20     
2017/11/4 01:15:00  ;17.40     ;51.50     ;17.10     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;44.20     
2017/11/4 01:30:00  ;17.40     ;51.50     ;17.10     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;43.70     
2017/11/4 01:45:00  ;17.40     ;51.50     ;17.10     ;52.00     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;43.70     
2017/11/4 02:00:00  ;17.40     ;51.50     ;17.00     ;52.50     ;18.00     ;52.10     ;18.20     ;43.20     ;18.30     ;43.70     
2017/11/4 02:15:00  ;17.40     ;52.00     ;17.00     ;52.50     ;18.00     ;51.60     ;18.10     ;43.20     ;18.30     ;43.70     
2017/11/4 02:30:00  ;17.40     ;52.00     ;17.00     ;52.50     ;18.00     ;51.60     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 02:45:00  ;17.40     ;52.00     ;17.00     ;52.50     ;18.00     ;51.10     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 03:00:00  ;17.30     ;52.00     ;17.00     ;52.50     ;18.00     ;51.10     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 03:15:00  ;17.30     ;52.00     ;17.00     ;52.50     ;18.00     ;51.60     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 03:30:00  ;17.30     ;52.00     ;17.00     ;52.50     ;18.00     ;51.60     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 03:45:00  ;17.30     ;52.00     ;17.00     ;52.50     ;18.10     ;50.60     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 04:00:00  ;17.30     ;52.00     ;17.00     ;52.50     ;18.10     ;50.60     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 04:15:00  ;17.20     ;52.50     ;17.00     ;52.50     ;18.10     ;50.50     ;18.10     ;43.20     ;18.20     ;43.70     
2017/11/4 04:30:00  ;17.20     ;52.50     ;17.00     ;52.50     ;18.10     ;52.00     ;18.10     ;43.20     ;18.20     ;44.20     
2017/11/4 04:45:00  ;17.20     ;52.50     ;16.90     ;52.50     ;18.00     ;52.50     ;18.10     ;43.20     ;18.20     ;44.70     
2017/11/4 05:00:00  ;17.20     ;52.50     ;16.90     ;52.50     ;17.90     ;53.00     ;18.10     ;43.70     ;18.20     ;44.70     
2017/11/4 05:15:00  ;17.20     ;52.50     ;16.90     ;52.50     ;17.90     ;53.00     ;18.10     ;43.70     ;18.20     ;44.70     
2017/11/4 05:30:00  ;17.20     ;52.50     ;16.90     ;53.00     ;18.00     ;53.50     ;18.10     ;43.70     ;18.20     ;44.70     
2017/11/4 05:45:00  ;17.10     ;53.00     ;16.90     ;53.00     ;18.00     ;53.50     ;18.10     ;43.70     ;18.20     ;44.70     
2017/11/4 06:00:00  ;17.10     ;53.00     ;16.90     ;53.00     ;18.00     ;53.50     ;18.10     ;44.20     ;18.20     ;44.70     
2017/11/4 06:15:00  ;17.10     ;53.00     ;16.90     ;53.00     ;18.00     ;54.00     ;18.10     ;44.20     ;18.20     ;45.20     
2017/11/4 06:30:00  ;17.10     ;53.00     ;16.90     ;53.00     ;18.00     ;54.00     ;18.10     ;44.20     ;18.20     ;45.20     
2017/11/4 06:45:00  ;17.10     ;53.00     ;16.90     ;53.00     ;17.90     ;54.00     ;18.10     ;44.20     ;18.20     ;45.70     
2017/11/4 07:00:00  ;17.10     ;53.00     ;16.90     ;53.00     ;17.90     ;54.00     ;18.10     ;44.70     ;18.20     ;45.70     
2017/11/4 07:15:00  ;17.10     ;53.00     ;16.90     ;53.00     ;17.90     ;54.50     ;18.10     ;44.70     ;18.20     ;45.70     
2017/11/4 07:30:00  ;17.10     ;53.00     ;16.90     ;53.00     ;17.90     ;54.50     ;18.10     ;44.70     ;18.20     ;45.70     
2017/11/4 07:45:00  ;17.10     ;53.00     ;16.90     ;53.00     ;17.90     ;54.50     ;18.10     ;44.70     ;18.20     ;45.70     
2017/11/4 08:00:00  ;17.00     ;53.50     ;16.90     ;53.00     ;17.90     ;55.00     ;18.10     ;44.70     ;18.20     ;46.20     
2017/11/4 08:15:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.00     ;18.10     ;45.20     ;18.20     ;46.20     
2017/11/4 08:30:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.00     ;18.10     ;45.20     ;18.20     ;46.20     
2017/11/4 08:45:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.00     ;18.10     ;45.20     ;18.20     ;46.20     
2017/11/4 09:00:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.00     ;18.10     ;45.20     ;18.20     ;46.70     
2017/11/4 09:15:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.50     ;18.10     ;45.20     ;18.20     ;46.70     
2017/11/4 09:30:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.50     ;18.10     ;45.20     ;18.20     ;46.70     
2017/11/4 09:45:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;55.50     ;18.10     ;45.20     ;18.20     ;46.70     
2017/11/4 10:00:00  ;17.00     ;53.50     ;16.90     ;53.50     ;17.90     ;56.00     ;18.10     ;45.20     ;18.30     ;47.30     
2017/11/4 10:15:00  ;17.00     ;53.50     ;16.90     ;54.00     ;17.90     ;56.00     ;18.10     ;45.20     ;18.30     ;47.30     
2017/11/4 10:30:00  ;17.00     ;53.50     ;16.90     ;54.00     ;17.90     ;56.00     ;18.20     ;45.20     ;18.30     ;46.80     
2017/11/4 10:45:00  ;17.00     ;53.50     ;16.90     ;54.00     ;17.90     ;56.00     ;18.20     ;45.20     ;18.30     ;46.80     
