Sito;Lissone;
Data e ora del report;2017/11/6 07:50:50  ;Dalla data;2017/11/5 00:00:00  ;Alla data;2017/11/6 00:00:00  ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/11/5 00:15:00  ;17.30     ;54.00     ;17.10     ;54.50     ;18.00     ;55.50     ;18.10     ;46.60     ;18.30     ;47.30     
2017/11/5 00:30:00  ;17.30     ;54.00     ;17.10     ;54.50     ;18.00     ;55.00     ;18.10     ;46.60     ;18.30     ;47.30     
2017/11/5 00:45:00  ;17.30     ;54.00     ;17.10     ;54.50     ;18.00     ;55.00     ;18.10     ;46.60     ;18.30     ;47.30     
2017/11/5 01:00:00  ;17.30     ;54.00     ;17.10     ;54.50     ;18.00     ;55.00     ;18.10     ;46.60     ;18.30     ;47.30     
2017/11/5 01:15:00  ;17.30     ;54.00     ;17.00     ;54.50     ;18.00     ;55.00     ;18.10     ;46.60     ;18.30     ;47.30     
2017/11/5 01:30:00  ;17.30     ;54.50     ;17.00     ;54.50     ;18.00     ;55.50     ;18.10     ;46.60     ;18.20     ;47.30     
2017/11/5 01:45:00  ;17.20     ;54.50     ;17.00     ;55.00     ;17.80     ;57.00     ;18.10     ;47.10     ;18.20     ;47.80     
2017/11/5 02:00:00  ;17.20     ;55.00     ;17.00     ;55.00     ;17.80     ;57.00     ;18.10     ;47.60     ;18.20     ;48.80     
2017/11/5 02:15:00  ;17.20     ;55.00     ;16.90     ;55.50     ;17.90     ;57.00     ;18.10     ;48.10     ;18.20     ;49.30     
2017/11/5 02:30:00  ;17.20     ;55.50     ;16.90     ;55.50     ;17.90     ;57.50     ;18.10     ;48.60     ;18.20     ;49.80     
2017/11/5 02:45:00  ;17.10     ;55.50     ;16.90     ;55.50     ;17.90     ;57.50     ;18.10     ;48.60     ;18.20     ;49.80     
2017/11/5 03:00:00  ;17.10     ;55.50     ;16.90     ;56.00     ;17.90     ;58.00     ;18.10     ;49.10     ;18.20     ;50.30     
2017/11/5 03:15:00  ;17.10     ;56.00     ;16.90     ;56.00     ;17.90     ;58.00     ;18.10     ;49.60     ;18.20     ;50.30     
2017/11/5 03:30:00  ;17.10     ;56.00     ;16.90     ;56.00     ;17.90     ;58.00     ;18.10     ;49.60     ;18.20     ;50.80     
2017/11/5 03:45:00  ;17.10     ;56.50     ;16.80     ;56.50     ;17.90     ;59.00     ;18.10     ;50.10     ;18.20     ;51.30     
2017/11/5 04:00:00  ;17.10     ;56.50     ;16.80     ;56.50     ;17.90     ;59.00     ;18.00     ;51.10     ;18.20     ;51.80     
2017/11/5 04:15:00  ;17.10     ;56.50     ;16.80     ;57.00     ;17.80     ;59.00     ;18.00     ;51.10     ;18.20     ;51.80     
2017/11/5 04:30:00  ;17.10     ;56.50     ;16.80     ;57.00     ;17.80     ;59.00     ;18.00     ;51.60     ;18.20     ;52.30     
2017/11/5 04:45:00  ;17.00     ;57.00     ;16.80     ;57.00     ;17.80     ;59.00     ;18.00     ;51.60     ;18.20     ;52.80     
2017/11/5 05:00:00  ;17.00     ;57.00     ;16.70     ;57.50     ;17.70     ;60.00     ;18.00     ;52.60     ;18.10     ;52.80     
2017/11/5 05:15:00  ;16.90     ;57.50     ;16.70     ;57.50     ;17.70     ;60.00     ;17.90     ;53.10     ;18.10     ;53.30     
2017/11/5 05:30:00  ;16.90     ;57.50     ;16.70     ;57.50     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;53.80     
2017/11/5 05:45:00  ;16.90     ;57.50     ;16.70     ;57.50     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;53.80     
2017/11/5 06:00:00  ;16.90     ;57.50     ;16.70     ;57.50     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;53.80     
2017/11/5 06:15:00  ;16.90     ;57.50     ;16.70     ;57.50     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;54.30     
2017/11/5 06:30:00  ;16.90     ;57.50     ;16.70     ;58.00     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;54.30     
2017/11/5 06:45:00  ;16.90     ;58.00     ;16.70     ;58.00     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;54.30     
2017/11/5 07:00:00  ;16.90     ;58.00     ;16.70     ;58.00     ;17.70     ;60.00     ;17.90     ;53.60     ;18.10     ;54.30     
2017/11/5 07:15:00  ;16.90     ;58.00     ;16.70     ;58.00     ;17.70     ;60.00     ;17.90     ;54.10     ;18.10     ;54.80     
2017/11/5 07:30:00  ;16.80     ;58.50     ;16.60     ;58.50     ;17.70     ;61.00     ;17.90     ;54.60     ;18.10     ;54.80     
2017/11/5 07:45:00  ;16.80     ;58.50     ;16.60     ;58.50     ;17.60     ;61.00     ;17.90     ;54.60     ;18.10     ;55.30     
2017/11/5 08:00:00  ;16.80     ;58.50     ;16.60     ;58.50     ;17.60     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 08:15:00  ;16.80     ;58.50     ;16.60     ;58.50     ;17.60     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 08:30:00  ;16.80     ;59.00     ;16.60     ;59.00     ;17.60     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 08:45:00  ;16.80     ;59.00     ;16.60     ;59.00     ;17.70     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 09:00:00  ;16.80     ;59.00     ;16.60     ;59.00     ;17.70     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 09:15:00  ;16.80     ;59.50     ;16.60     ;59.00     ;17.80     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 09:30:00  ;16.70     ;59.50     ;16.60     ;59.50     ;17.80     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 09:45:00  ;16.70     ;59.50     ;16.60     ;59.50     ;17.70     ;61.00     ;17.90     ;55.10     ;18.10     ;55.80     
2017/11/5 10:00:00  ;16.70     ;60.00     ;16.60     ;59.50     ;17.70     ;61.50     ;17.90     ;56.10     ;18.10     ;55.80     
2017/11/5 10:15:00  ;16.60     ;60.50     ;16.50     ;60.00     ;17.70     ;62.00     ;17.80     ;56.60     ;18.10     ;56.80     
2017/11/5 10:30:00  ;16.60     ;60.50     ;16.50     ;60.00     ;17.60     ;62.50     ;17.80     ;57.10     ;18.10     ;56.80     
2017/11/5 10:45:00  ;16.60     ;61.00     ;16.50     ;60.50     ;17.60     ;63.00     ;17.80     ;57.60     ;18.10     ;57.30     
2017/11/5 11:00:00  ;16.60     ;61.50     ;16.50     ;61.00     ;17.60     ;64.00     ;17.80     ;58.60     ;18.00     ;57.80     
2017/11/5 11:15:00  ;16.60     ;62.00     ;16.50     ;61.00     ;17.50     ;64.50     ;17.80     ;59.10     ;18.00     ;58.30     
2017/11/5 11:30:00  ;16.50     ;62.00     ;16.50     ;61.50     ;17.50     ;65.00     ;17.80     ;59.10     ;18.00     ;58.80     
2017/11/5 11:45:00  ;16.50     ;62.50     ;16.50     ;61.50     ;17.50     ;65.00     ;17.80     ;60.20     ;18.00     ;59.30     
2017/11/5 12:00:00  ;16.60     ;62.50     ;16.50     ;62.00     ;17.60     ;65.50     ;17.80     ;60.20     ;18.00     ;59.80     
2017/11/5 12:15:00  ;16.60     ;62.50     ;16.50     ;62.00     ;17.60     ;65.50     ;17.80     ;60.70     ;18.00     ;59.80     
2017/11/5 12:30:00  ;16.70     ;63.00     ;16.50     ;62.00     ;17.70     ;65.50     ;17.80     ;60.70     ;18.00     ;59.80     
2017/11/5 12:45:00  ;16.70     ;63.00     ;16.50     ;62.50     ;17.70     ;65.50     ;17.80     ;60.70     ;18.00     ;59.80     
2017/11/5 13:00:00  ;16.70     ;63.00     ;16.50     ;62.50     ;17.70     ;65.50     ;17.80     ;60.70     ;18.00     ;60.40     
2017/11/5 13:15:00  ;16.70     ;63.00     ;16.50     ;62.50     ;17.70     ;65.50     ;17.80     ;60.70     ;18.00     ;60.40     
2017/11/5 13:30:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.50     ;17.80     ;60.70     ;18.00     ;60.40     
2017/11/5 13:45:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.00     ;17.80     ;60.70     ;18.00     ;60.40     
2017/11/5 14:00:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.60     ;65.00     ;17.80     ;60.70     ;18.00     ;60.40     
2017/11/5 14:15:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.60     ;65.00     ;17.80     ;60.20     ;18.00     ;60.40     
2017/11/5 14:30:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.60     ;65.00     ;17.80     ;59.70     ;18.00     ;60.40     
2017/11/5 14:45:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.60     ;65.00     ;17.90     ;59.70     ;18.00     ;60.40     
2017/11/5 15:00:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.00     ;17.90     ;59.20     ;18.00     ;60.40     
2017/11/5 15:15:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.00     ;17.90     ;58.70     ;18.00     ;59.90     
2017/11/5 15:30:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.50     ;17.90     ;58.70     ;18.00     ;59.90     
2017/11/5 15:45:00  ;16.70     ;63.50     ;16.50     ;63.00     ;17.70     ;65.50     ;17.90     ;58.70     ;18.00     ;59.90     
2017/11/5 16:00:00  ;16.70     ;63.50     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;58.70     ;18.00     ;59.90     
2017/11/5 16:15:00  ;16.70     ;63.50     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 16:30:00  ;16.70     ;64.00     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 16:45:00  ;16.70     ;64.00     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 17:00:00  ;16.60     ;64.00     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 17:15:00  ;16.60     ;64.00     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 17:30:00  ;16.60     ;64.00     ;16.50     ;63.50     ;17.70     ;65.50     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 17:45:00  ;16.60     ;64.00     ;16.50     ;63.50     ;17.70     ;65.00     ;17.90     ;59.20     ;18.00     ;59.90     
2017/11/5 18:00:00  ;16.60     ;64.00     ;16.50     ;63.50     ;17.80     ;62.50     ;17.90     ;59.70     ;18.00     ;60.40     
2017/11/5 18:15:00  ;16.50     ;64.00     ;16.50     ;63.50     ;17.80     ;61.50     ;17.70     ;59.70     ;18.00     ;59.40     
2017/11/5 18:30:00  ;16.40     ;64.00     ;16.40     ;63.50     ;17.80     ;60.50     ;17.60     ;59.70     ;17.90     ;59.40     
2017/11/5 18:45:00  ;16.40     ;64.00     ;16.40     ;63.50     ;17.80     ;60.00     ;17.50     ;59.70     ;17.80     ;59.40     
2017/11/5 19:00:00  ;16.40     ;64.00     ;16.40     ;63.50     ;17.80     ;59.50     ;17.30     ;59.70     ;17.70     ;58.90     
2017/11/5 19:15:00  ;16.40     ;64.00     ;16.30     ;63.50     ;17.70     ;59.00     ;17.20     ;58.70     ;17.60     ;57.90     
2017/11/5 19:30:00  ;16.30     ;63.50     ;16.30     ;63.50     ;17.60     ;58.00     ;17.20     ;57.20     ;17.50     ;56.90     
2017/11/5 19:45:00  ;16.30     ;63.00     ;16.20     ;63.00     ;17.60     ;57.00     ;17.10     ;57.20     ;17.40     ;56.40     
2017/11/5 20:00:00  ;16.20     ;62.50     ;16.20     ;62.50     ;17.70     ;56.00     ;17.00     ;56.70     ;17.40     ;55.90     
2017/11/5 20:15:00  ;16.20     ;62.00     ;16.10     ;62.00     ;17.70     ;55.50     ;16.80     ;56.20     ;17.30     ;55.40     
