Sito;Lissone;
Data e ora del report;2018/1/2 07:50:46   ;Dalla data;2018/1/1 00:00:00   ;Alla data;2018/1/2 00:00:00   ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2018/1/1 00:15:00   ;19.30     ;31.70     ;19.50     ;30.30     ;18.30     ;34.70     ;19.50     ;30.30     ;21.10     ;27.60     
2018/1/1 00:30:00   ;19.20     ;31.70     ;19.50     ;30.30     ;18.40     ;34.70     ;19.50     ;30.30     ;21.10     ;27.60     
2018/1/1 00:45:00   ;19.20     ;31.70     ;19.50     ;30.80     ;18.30     ;34.70     ;19.50     ;30.30     ;21.10     ;27.60     
2018/1/1 01:00:00   ;19.20     ;32.20     ;19.50     ;30.80     ;18.40     ;35.20     ;19.50     ;30.80     ;21.10     ;27.60     
2018/1/1 01:15:00   ;19.20     ;32.20     ;19.50     ;30.80     ;18.40     ;35.20     ;19.50     ;30.80     ;21.10     ;28.10     
2018/1/1 01:30:00   ;19.20     ;32.20     ;19.50     ;30.80     ;18.20     ;35.70     ;19.50     ;30.80     ;21.20     ;28.10     
2018/1/1 01:45:00   ;19.20     ;32.20     ;19.50     ;30.80     ;18.30     ;35.70     ;19.50     ;30.80     ;21.20     ;28.10     
2018/1/1 02:00:00   ;19.20     ;32.20     ;19.40     ;30.80     ;18.40     ;35.70     ;19.50     ;30.80     ;21.20     ;28.10     
2018/1/1 02:15:00   ;19.20     ;32.70     ;19.40     ;31.30     ;18.30     ;35.70     ;19.50     ;31.30     ;21.20     ;28.10     
2018/1/1 02:30:00   ;19.20     ;32.70     ;19.40     ;31.30     ;18.40     ;35.70     ;19.50     ;31.30     ;21.20     ;28.10     
2018/1/1 02:45:00   ;19.20     ;32.70     ;19.40     ;31.30     ;18.40     ;35.70     ;19.50     ;31.30     ;21.20     ;28.10     
2018/1/1 03:00:00   ;19.10     ;32.70     ;19.40     ;31.30     ;18.50     ;35.70     ;19.50     ;31.30     ;21.20     ;28.10     
2018/1/1 03:15:00   ;19.10     ;32.70     ;19.40     ;31.30     ;18.70     ;35.70     ;19.50     ;31.30     ;21.10     ;28.10     
2018/1/1 03:30:00   ;19.10     ;32.70     ;19.40     ;31.30     ;18.70     ;35.70     ;19.50     ;31.30     ;21.10     ;28.60     
2018/1/1 03:45:00   ;19.10     ;32.70     ;19.40     ;31.30     ;18.80     ;35.70     ;19.50     ;31.30     ;21.10     ;28.60     
2018/1/1 04:00:00   ;19.10     ;33.20     ;19.40     ;31.80     ;18.40     ;35.70     ;19.50     ;31.30     ;21.10     ;28.60     
2018/1/1 04:15:00   ;19.10     ;33.20     ;19.40     ;31.80     ;18.30     ;35.70     ;19.50     ;31.30     ;21.10     ;28.60     
2018/1/1 04:30:00   ;19.10     ;33.20     ;19.30     ;31.80     ;18.40     ;35.70     ;19.50     ;31.80     ;21.10     ;28.60     
2018/1/1 04:45:00   ;19.00     ;33.20     ;19.30     ;31.80     ;18.30     ;35.70     ;19.50     ;31.80     ;21.10     ;28.60     
2018/1/1 05:00:00   ;19.00     ;33.20     ;19.30     ;31.80     ;18.30     ;35.70     ;19.50     ;31.80     ;21.10     ;28.60     
