Sito;Lissone;
Data e ora del report;2017/12/2 07:50:39  ;Dalla data;2017/12/1 00:00:00  ;Alla data;2017/12/2 00:00:00  ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/12/1 00:15:00  ;20.60     ;21.00     ;20.90     ;20.30     ;19.80     ;25.30     ;20.90     ;20.90     ;22.40     ;19.80     
2017/12/1 00:30:00  ;20.50     ;21.50     ;20.90     ;20.80     ;19.60     ;25.80     ;20.90     ;21.40     ;22.40     ;19.80     
2017/12/1 00:45:00  ;20.50     ;22.00     ;20.80     ;21.30     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 01:00:00  ;20.40     ;22.50     ;20.80     ;21.30     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 01:15:00  ;20.40     ;22.50     ;20.70     ;21.80     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 01:30:00  ;20.30     ;22.50     ;20.70     ;21.80     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 01:45:00  ;20.30     ;23.00     ;20.70     ;21.80     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 02:00:00  ;20.30     ;23.00     ;20.70     ;22.30     ;19.70     ;25.80     ;20.90     ;21.40     ;22.40     ;20.30     
2017/12/1 02:15:00  ;20.30     ;23.00     ;20.60     ;22.30     ;19.70     ;25.80     ;20.80     ;21.90     ;22.40     ;20.30     
2017/12/1 02:30:00  ;20.30     ;23.50     ;20.60     ;22.30     ;19.70     ;25.80     ;20.80     ;21.90     ;22.40     ;20.30     
2017/12/1 02:45:00  ;20.30     ;23.50     ;20.60     ;22.80     ;19.50     ;26.30     ;20.80     ;21.90     ;22.40     ;20.80     
2017/12/1 03:00:00  ;20.30     ;24.00     ;20.50     ;22.80     ;19.60     ;26.30     ;20.80     ;21.90     ;22.30     ;20.80     
