Sito;Lissone;
Data e ora del report;2017/11/12 07:50:38 ;Dalla data;2017/11/11 00:00:00 ;Alla data;2017/11/12 00:00:00 ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/11/11 00:15:00 ;21.80     ;38.90     ;22.10     ;37.80     ;20.40     ;40.50     ;21.40     ;32.90     ;22.90     ;34.00     
2017/11/11 00:30:00 ;21.80     ;38.90     ;22.10     ;37.80     ;20.40     ;40.50     ;21.30     ;33.30     ;22.90     ;34.00     
2017/11/11 00:45:00 ;21.70     ;38.40     ;22.10     ;37.30     ;20.40     ;40.00     ;21.30     ;33.80     ;22.90     ;33.50     
2017/11/11 01:00:00 ;21.70     ;38.40     ;22.00     ;37.30     ;20.50     ;40.00     ;21.30     ;34.80     ;22.90     ;33.50     
2017/11/11 01:15:00 ;21.70     ;38.40     ;22.00     ;37.30     ;20.40     ;40.00     ;21.30     ;34.80     ;22.80     ;33.50     
2017/11/11 01:30:00 ;21.70     ;38.40     ;22.00     ;37.30     ;20.40     ;40.00     ;21.30     ;34.30     ;22.80     ;33.50     
2017/11/11 01:45:00 ;21.60     ;37.90     ;22.00     ;37.30     ;20.50     ;39.50     ;21.30     ;34.30     ;22.80     ;33.50     
2017/11/11 02:00:00 ;21.60     ;37.90     ;21.90     ;36.80     ;20.50     ;39.50     ;21.30     ;34.30     ;22.80     ;33.00     
2017/11/11 02:15:00 ;21.50     ;37.90     ;21.90     ;36.80     ;20.50     ;39.50     ;21.30     ;34.30     ;22.80     ;33.00     
2017/11/11 02:30:00 ;21.50     ;37.90     ;21.80     ;36.80     ;20.40     ;39.00     ;21.30     ;33.80     ;22.80     ;33.00     
2017/11/11 02:45:00 ;21.50     ;37.90     ;21.80     ;36.80     ;20.30     ;39.00     ;21.30     ;33.80     ;22.80     ;32.50     
2017/11/11 03:00:00 ;21.50     ;37.40     ;21.80     ;36.30     ;20.30     ;38.50     ;21.30     ;33.80     ;22.80     ;32.50     
2017/11/11 03:15:00 ;21.40     ;37.40     ;21.70     ;36.30     ;20.40     ;38.50     ;21.30     ;33.80     ;22.80     ;32.00     
2017/11/11 03:30:00 ;21.40     ;37.40     ;21.70     ;36.30     ;20.40     ;38.50     ;21.30     ;33.30     ;22.80     ;32.00     
2017/11/11 03:45:00 ;21.40     ;37.40     ;21.70     ;36.30     ;20.40     ;38.50     ;21.30     ;33.30     ;22.80     ;32.00     
2017/11/11 04:00:00 ;21.30     ;37.40     ;21.60     ;36.30     ;20.40     ;38.50     ;21.30     ;33.30     ;22.80     ;32.00     
2017/11/11 04:15:00 ;21.30     ;36.90     ;21.60     ;35.80     ;20.30     ;38.00     ;21.30     ;33.30     ;22.80     ;32.00     
2017/11/11 04:30:00 ;21.30     ;36.90     ;21.60     ;35.80     ;20.30     ;38.00     ;21.30     ;33.30     ;22.80     ;31.50     
2017/11/11 04:45:00 ;21.20     ;36.90     ;21.50     ;35.80     ;20.30     ;38.00     ;21.30     ;33.30     ;22.80     ;31.50     
2017/11/11 05:00:00 ;21.20     ;36.90     ;21.50     ;35.80     ;20.30     ;37.50     ;21.30     ;33.30     ;22.80     ;31.50     
2017/11/11 05:15:00 ;21.20     ;36.40     ;21.50     ;35.80     ;20.30     ;37.50     ;21.30     ;32.70     ;22.80     ;31.00     
