Sito;Lissone;
Data e ora del report;2017/11/4 07:50:36  ;Dalla data;2017/11/3 00:00:00  ;Alla data;2017/11/4 00:00:00  ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/11/3 00:15:00  ;16.90     ;51.00     ;16.80     ;51.00     ;17.90     ;48.60     ;18.40     ;43.10     ;18.50     ;43.20     
2017/11/3 00:30:00  ;16.90     ;51.00     ;16.80     ;51.00     ;17.90     ;48.60     ;18.30     ;43.10     ;18.50     ;43.70     
2017/11/3 00:45:00  ;16.90     ;51.00     ;16.80     ;51.00     ;17.90     ;48.60     ;18.30     ;43.10     ;18.50     ;43.70     
2017/11/3 01:00:00  ;16.90     ;51.00     ;16.70     ;51.00     ;17.90     ;48.60     ;18.30     ;43.60     ;18.40     ;44.20     
2017/11/3 01:15:00  ;16.90     ;51.00     ;16.70     ;51.00     ;17.90     ;48.60     ;18.30     ;43.60     ;18.40     ;44.20     
2017/11/3 01:30:00  ;16.90     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.30     ;43.60     ;18.40     ;44.20     
2017/11/3 01:45:00  ;16.80     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.30     ;43.60     ;18.30     ;44.20     
2017/11/3 02:00:00  ;16.80     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.30     ;43.60     ;18.30     ;44.20     
2017/11/3 02:15:00  ;16.80     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.20     ;43.60     ;18.30     ;44.20     
2017/11/3 02:30:00  ;16.80     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.20     ;43.60     ;18.30     ;44.20     
2017/11/3 02:45:00  ;16.80     ;51.00     ;16.70     ;51.00     ;18.00     ;48.60     ;18.20     ;44.10     ;18.30     ;44.70     
2017/11/3 03:00:00  ;16.70     ;51.50     ;16.60     ;51.00     ;18.00     ;48.60     ;18.20     ;44.10     ;18.30     ;44.70     
