Sito;Lissone;
Data e ora del report;2018/1/6 07:50:25   ;Dalla data;2018/1/5 00:00:00   ;Alla data;2018/1/6 00:00:00   ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2018/1/5 00:15:00   ;20.50     ;32.20     ;20.70     ;30.80     ;18.90     ;34.60     ;20.30     ;29.20     ;21.80     ;27.40     
2018/1/5 00:30:00   ;20.50     ;31.70     ;20.70     ;30.80     ;18.80     ;34.60     ;20.30     ;29.20     ;21.70     ;26.90     
2018/1/5 00:45:00   ;20.40     ;31.70     ;20.70     ;30.80     ;18.90     ;34.10     ;20.30     ;29.20     ;21.70     ;26.90     
2018/1/5 01:00:00   ;20.30     ;31.70     ;20.70     ;30.30     ;18.90     ;34.10     ;20.20     ;29.20     ;21.70     ;26.90     
2018/1/5 01:15:00   ;20.30     ;31.70     ;20.60     ;30.30     ;18.90     ;34.10     ;20.20     ;28.70     ;21.70     ;26.90     
2018/1/5 01:30:00   ;20.30     ;31.70     ;20.60     ;30.30     ;18.80     ;33.60     ;20.20     ;28.70     ;21.70     ;26.40     
2018/1/5 01:45:00   ;20.30     ;31.20     ;20.50     ;30.30     ;18.80     ;33.60     ;20.20     ;28.70     ;21.60     ;26.40     
2018/1/5 02:00:00   ;20.30     ;31.20     ;20.50     ;29.80     ;18.70     ;33.60     ;20.20     ;28.70     ;21.60     ;26.40     
2018/1/5 02:15:00   ;20.30     ;31.20     ;20.50     ;29.80     ;18.70     ;33.60     ;20.10     ;28.20     ;21.60     ;26.40     
2018/1/5 02:30:00   ;20.30     ;31.20     ;20.40     ;29.80     ;18.80     ;33.10     ;20.10     ;28.20     ;21.60     ;25.90     
2018/1/5 02:45:00   ;20.20     ;30.70     ;20.40     ;29.80     ;18.70     ;33.10     ;20.10     ;28.20     ;21.60     ;25.90     
2018/1/5 03:00:00   ;20.10     ;30.70     ;20.30     ;29.30     ;18.70     ;33.10     ;20.00     ;28.20     ;21.50     ;25.90     
2018/1/5 03:15:00   ;20.10     ;30.70     ;20.30     ;29.30     ;18.70     ;33.10     ;20.00     ;28.20     ;21.50     ;25.90     
2018/1/5 03:30:00   ;20.10     ;30.70     ;20.20     ;29.30     ;18.60     ;33.10     ;20.00     ;28.20     ;21.50     ;25.90     
2018/1/5 03:45:00   ;20.00     ;30.70     ;20.20     ;29.30     ;18.60     ;33.10     ;19.90     ;27.70     ;21.50     ;25.90     
2018/1/5 04:00:00   ;20.00     ;30.70     ;20.20     ;29.30     ;18.60     ;32.60     ;19.90     ;27.70     ;21.40     ;25.90     
2018/1/5 04:15:00   ;19.90     ;30.70     ;20.20     ;29.30     ;18.70     ;32.60     ;19.90     ;27.70     ;21.40     ;25.90     
2018/1/5 04:30:00   ;19.90     ;30.70     ;20.20     ;29.30     ;18.70     ;32.60     ;19.80     ;27.70     ;21.40     ;25.90     
2018/1/5 04:45:00   ;19.90     ;30.70     ;20.10     ;29.30     ;18.60     ;32.60     ;19.80     ;27.70     ;21.40     ;25.90     
2018/1/5 05:00:00   ;19.80     ;30.20     ;20.10     ;29.30     ;18.50     ;32.60     ;19.80     ;27.70     ;21.30     ;25.40     
2018/1/5 05:15:00   ;19.80     ;30.20     ;20.00     ;29.30     ;18.60     ;32.60     ;19.80     ;27.70     ;21.30     ;25.40     
2018/1/5 05:30:00   ;19.70     ;30.20     ;20.00     ;29.30     ;18.50     ;32.10     ;19.80     ;27.70     ;21.30     ;25.40     
2018/1/5 05:45:00   ;19.70     ;30.20     ;20.00     ;29.30     ;18.50     ;32.10     ;19.80     ;27.70     ;21.30     ;25.40     
