Sito;Lissone;
Data e ora del report;2018/1/5 07:50:15   ;Dalla data;2018/1/4 00:00:00   ;Alla data;2018/1/5 00:00:00   ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2018/1/4 00:15:00   ;19.70     ;30.70     ;20.00     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 00:30:00   ;19.70     ;30.70     ;20.00     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 00:45:00   ;19.70     ;30.70     ;20.00     ;29.30     ;19.40     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 01:00:00   ;19.70     ;30.70     ;20.00     ;29.30     ;19.20     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 01:15:00   ;19.60     ;30.70     ;20.00     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 01:30:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 01:45:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 02:00:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.30     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 02:15:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.20     ;33.10     ;19.80     ;29.70     ;21.40     ;27.40     
2018/1/4 02:30:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.20     ;33.10     ;19.80     ;29.20     ;21.40     ;27.40     
2018/1/4 02:45:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.10     ;33.10     ;19.80     ;28.70     ;21.40     ;27.40     
2018/1/4 03:00:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.20     ;33.10     ;19.80     ;28.70     ;21.40     ;27.40     
2018/1/4 03:15:00   ;19.60     ;30.70     ;19.90     ;29.30     ;19.30     ;33.10     ;19.80     ;28.70     ;21.40     ;27.40     
2018/1/4 03:30:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.30     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 03:45:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.10     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 04:00:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.10     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 04:15:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.20     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 04:30:00   ;19.50     ;30.70     ;19.80     ;29.30     ;18.90     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 04:45:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.10     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 05:00:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.20     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 05:15:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.30     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 05:30:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.30     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 05:45:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.20     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 06:00:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.20     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 06:15:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.10     ;33.10     ;19.80     ;28.70     ;21.40     ;26.90     
2018/1/4 06:30:00   ;19.50     ;30.70     ;19.80     ;29.30     ;19.30     ;33.10     ;19.90     ;28.70     ;21.40     ;26.90     
2018/1/4 06:45:00   ;20.50     ;30.20     ;20.60     ;29.30     ;19.20     ;33.10     ;19.90     ;28.70     ;21.50     ;26.90     
2018/1/4 07:00:00   ;20.50     ;30.20     ;20.60     ;28.80     ;19.00     ;33.10     ;19.90     ;28.70     ;21.50     ;26.90     
2018/1/4 07:15:00   ;20.30     ;30.20     ;20.40     ;28.80     ;19.00     ;33.10     ;19.90     ;28.70     ;21.50     ;26.90     
2018/1/4 07:30:00   ;20.30     ;30.20     ;20.40     ;28.80     ;18.80     ;33.10     ;19.90     ;28.70     ;21.50     ;26.90     
2018/1/4 07:45:00   ;20.10     ;30.20     ;20.30     ;28.80     ;18.90     ;33.10     ;19.90     ;28.70     ;21.50     ;26.90     
2018/1/4 08:00:00   ;20.20     ;30.20     ;20.30     ;28.80     ;18.90     ;33.60     ;20.10     ;28.70     ;22.30     ;26.40     
2018/1/4 08:15:00   ;20.10     ;30.20     ;20.20     ;28.80     ;19.00     ;33.60     ;20.80     ;28.20     ;23.40     ;24.90     
2018/1/4 08:30:00   ;20.20     ;30.20     ;20.30     ;28.80     ;18.90     ;33.60     ;21.20     ;27.70     ;23.70     ;24.40     
2018/1/4 08:45:00   ;20.20     ;30.20     ;20.30     ;28.80     ;19.00     ;33.60     ;20.80     ;27.70     ;23.00     ;24.40     
2018/1/4 09:00:00   ;20.10     ;30.20     ;20.30     ;28.80     ;19.00     ;33.60     ;21.10     ;27.70     ;23.40     ;24.40     
2018/1/4 09:15:00   ;20.20     ;30.20     ;20.30     ;29.30     ;19.00     ;33.60     ;20.90     ;27.70     ;23.20     ;24.90     
2018/1/4 09:30:00   ;20.10     ;30.70     ;20.30     ;29.30     ;18.80     ;35.10     ;21.00     ;28.20     ;23.20     ;24.90     
2018/1/4 09:45:00   ;20.20     ;30.70     ;20.40     ;29.30     ;18.80     ;35.60     ;20.90     ;28.70     ;22.60     ;26.40     
2018/1/4 10:00:00   ;20.20     ;30.70     ;20.40     ;29.30     ;18.90     ;35.60     ;21.10     ;28.70     ;23.50     ;25.90     
2018/1/4 10:15:00   ;20.20     ;30.70     ;20.40     ;29.80     ;19.00     ;35.60     ;20.90     ;28.70     ;22.70     ;26.40     
2018/1/4 10:30:00   ;20.20     ;31.20     ;20.40     ;29.80     ;19.00     ;35.60     ;20.80     ;28.70     ;22.80     ;26.40     
2018/1/4 10:45:00   ;20.20     ;31.20     ;20.40     ;29.80     ;19.20     ;35.60     ;21.10     ;28.70     ;23.20     ;25.90     
2018/1/4 11:00:00   ;20.20     ;31.20     ;20.40     ;29.80     ;19.30     ;35.60     ;21.00     ;29.20     ;22.70     ;25.90     
