Sito;Lissone;
Data e ora del report;2017/10/30 07:50:30 ;Dalla data;2017/10/29 01:00:00 ;Alla data;2017/10/30 00:00:00 ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/10/29 01:15:00 ;18.30     ;35.10     ;18.00     ;35.40     ;19.00     ;30.90     ;18.60     ;29.50     ;19.00     ;28.60     
2017/10/29 01:30:00 ;18.30     ;35.10     ;18.00     ;35.40     ;19.00     ;30.90     ;18.70     ;29.50     ;19.00     ;28.60     
2017/10/29 01:45:00 ;18.20     ;35.10     ;18.00     ;35.40     ;19.00     ;30.90     ;18.80     ;28.50     ;19.00     ;28.10     
2017/10/29 02:00:00 ;18.20     ;35.10     ;18.00     ;35.40     ;18.90     ;29.40     ;18.80     ;28.50     ;19.00     ;28.10     
2017/10/29 02:15:00 ;18.10     ;35.10     ;17.90     ;35.40     ;18.80     ;29.90     ;18.80     ;28.00     ;19.00     ;28.10     
2017/10/29 02:30:00 ;18.10     ;35.10     ;17.90     ;35.40     ;18.80     ;31.40     ;18.90     ;28.00     ;19.10     ;28.10     
2017/10/29 02:45:00 ;18.10     ;35.10     ;17.80     ;35.40     ;18.80     ;32.40     ;18.90     ;28.50     ;19.10     ;28.60     
2017/10/29 02:00:00 ;18.00     ;35.10     ;17.80     ;35.40     ;18.80     ;33.40     ;18.90     ;29.00     ;19.10     ;29.60     
2017/10/29 02:15:00 ;18.00     ;35.60     ;17.70     ;35.40     ;18.70     ;33.90     ;18.90     ;30.00     ;19.10     ;30.10     
2017/10/29 02:30:00 ;18.00     ;35.60     ;17.70     ;35.90     ;18.70     ;33.90     ;18.90     ;30.50     ;19.00     ;30.60     
2017/10/29 02:45:00 ;17.90     ;36.10     ;17.70     ;35.90     ;18.70     ;34.40     ;18.90     ;30.50     ;19.00     ;31.10     
2017/10/29 03:00:00 ;17.90     ;36.10     ;17.60     ;36.40     ;18.70     ;34.90     ;18.90     ;31.00     ;19.00     ;31.10     
2017/10/29 03:15:00 ;17.80     ;36.60     ;17.60     ;36.40     ;18.70     ;34.90     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 03:30:00 ;17.80     ;36.60     ;17.50     ;36.90     ;18.70     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 03:45:00 ;17.80     ;36.60     ;17.50     ;36.90     ;18.70     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 04:00:00 ;17.70     ;36.60     ;17.50     ;36.90     ;18.70     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 04:15:00 ;17.70     ;36.60     ;17.50     ;36.90     ;18.60     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 04:30:00 ;17.60     ;36.60     ;17.40     ;36.90     ;18.40     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 04:45:00 ;17.60     ;36.60     ;17.40     ;36.90     ;18.40     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 05:00:00 ;17.60     ;36.60     ;17.30     ;36.90     ;18.50     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 05:15:00 ;17.50     ;36.60     ;17.30     ;36.90     ;18.50     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 05:30:00 ;17.50     ;36.60     ;17.30     ;36.90     ;18.40     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 05:45:00 ;17.50     ;36.60     ;17.30     ;36.90     ;18.30     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 06:00:00 ;17.50     ;36.60     ;17.20     ;36.90     ;18.30     ;35.40     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 06:15:00 ;17.50     ;36.60     ;17.20     ;36.90     ;18.50     ;34.90     ;18.80     ;32.00     ;19.00     ;31.60     
2017/10/29 06:30:00 ;17.40     ;36.60     ;17.10     ;36.90     ;18.60     ;34.90     ;18.80     ;31.50     ;19.00     ;31.10     
2017/10/29 06:45:00 ;17.40     ;36.60     ;17.10     ;36.90     ;18.70     ;34.40     ;18.80     ;31.50     ;19.00     ;31.10     
2017/10/29 07:00:00 ;17.30     ;36.60     ;17.10     ;36.90     ;18.50     ;34.40     ;18.80     ;31.00     ;19.00     ;31.10     
2017/10/29 07:15:00 ;17.30     ;36.60     ;17.10     ;36.90     ;18.30     ;34.40     ;18.80     ;31.00     ;19.00     ;31.10     
2017/10/29 07:30:00 ;17.30     ;36.60     ;17.00     ;36.90     ;18.40     ;34.90     ;18.80     ;31.00     ;19.00     ;31.10     
2017/10/29 07:45:00 ;17.30     ;36.60     ;17.00     ;36.90     ;18.50     ;34.90     ;18.80     ;31.00     ;19.00     ;31.10     
2017/10/29 08:00:00 ;17.20     ;37.10     ;17.00     ;36.90     ;18.40     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 08:15:00 ;17.20     ;37.10     ;17.00     ;37.40     ;18.40     ;35.40     ;18.80     ;31.50     ;19.00     ;31.60     
2017/10/29 08:30:00 ;17.20     ;37.10     ;17.00     ;37.40     ;18.30     ;35.90     ;18.80     ;32.00     ;19.00     ;32.10     
2017/10/29 08:45:00 ;17.20     ;37.10     ;17.00     ;37.40     ;18.30     ;35.90     ;18.80     ;32.00     ;19.00     ;32.10     
2017/10/29 09:00:00 ;17.20     ;37.10     ;17.10     ;37.40     ;18.30     ;36.40     ;18.80     ;32.50     ;19.00     ;32.60     
2017/10/29 09:15:00 ;17.30     ;37.10     ;17.10     ;37.40     ;18.40     ;35.90     ;18.70     ;32.00     ;19.00     ;31.60     
2017/10/29 09:30:00 ;17.30     ;37.10     ;17.10     ;37.40     ;18.60     ;34.40     ;18.50     ;31.50     ;18.90     ;30.60     
2017/10/29 09:45:00 ;17.40     ;36.10     ;17.10     ;36.90     ;18.60     ;33.40     ;18.50     ;31.00     ;18.90     ;30.10     
2017/10/29 10:00:00 ;17.40     ;35.60     ;17.20     ;36.40     ;18.60     ;32.40     ;18.50     ;30.50     ;18.90     ;29.60     
2017/10/29 10:15:00 ;17.40     ;35.60     ;17.20     ;35.90     ;18.60     ;32.40     ;18.40     ;30.00     ;18.90     ;29.60     
2017/10/29 10:30:00 ;17.50     ;35.10     ;17.30     ;35.90     ;18.70     ;31.90     ;18.40     ;30.00     ;18.80     ;29.60     
2017/10/29 10:45:00 ;17.50     ;35.10     ;17.30     ;35.90     ;18.70     ;31.90     ;18.40     ;30.00     ;18.80     ;29.60     
2017/10/29 11:00:00 ;17.60     ;35.10     ;17.40     ;35.40     ;18.80     ;31.90     ;18.50     ;30.00     ;18.80     ;29.60     
2017/10/29 11:15:00 ;17.60     ;35.10     ;17.50     ;35.40     ;18.80     ;31.90     ;18.50     ;30.00     ;18.80     ;29.60     
2017/10/29 11:30:00 ;17.70     ;35.10     ;17.50     ;35.40     ;18.80     ;31.90     ;18.50     ;30.50     ;18.90     ;29.60     
2017/10/29 11:45:00 ;17.70     ;35.10     ;17.60     ;35.40     ;18.80     ;31.90     ;18.60     ;31.00     ;18.90     ;30.10     
2017/10/29 12:00:00 ;17.80     ;35.10     ;17.70     ;35.40     ;18.90     ;31.90     ;18.60     ;31.00     ;18.90     ;30.10     
2017/10/29 12:15:00 ;17.90     ;35.10     ;17.70     ;35.40     ;18.90     ;32.40     ;18.70     ;31.50     ;18.90     ;30.60     
2017/10/29 12:30:00 ;18.00     ;35.10     ;17.80     ;35.40     ;18.90     ;32.40     ;18.70     ;31.50     ;18.90     ;30.60     
2017/10/29 12:45:00 ;18.00     ;35.10     ;17.80     ;35.40     ;18.90     ;32.40     ;18.70     ;32.00     ;18.90     ;31.10     
2017/10/29 13:00:00 ;18.10     ;35.10     ;17.90     ;35.40     ;18.90     ;32.40     ;18.80     ;32.00     ;19.00     ;31.10     
2017/10/29 13:15:00 ;18.20     ;35.10     ;18.00     ;35.40     ;18.90     ;32.40     ;18.80     ;32.00     ;19.00     ;31.10     
2017/10/29 13:30:00 ;18.30     ;35.10     ;18.00     ;35.40     ;18.90     ;32.90     ;18.90     ;32.00     ;19.10     ;31.10     
2017/10/29 13:45:00 ;18.40     ;35.10     ;18.10     ;35.40     ;18.90     ;32.90     ;18.90     ;32.00     ;19.10     ;31.10     
2017/10/29 14:00:00 ;18.50     ;35.10     ;18.20     ;35.40     ;19.00     ;32.90     ;19.00     ;32.00     ;19.20     ;31.10     
2017/10/29 14:15:00 ;18.50     ;35.10     ;18.20     ;35.40     ;19.00     ;32.90     ;19.00     ;32.00     ;19.20     ;31.10     
2017/10/29 14:30:00 ;18.50     ;35.10     ;18.20     ;35.40     ;19.00     ;32.90     ;19.00     ;32.00     ;19.20     ;31.10     
2017/10/29 14:45:00 ;18.60     ;35.10     ;18.20     ;35.40     ;19.00     ;32.90     ;19.10     ;32.00     ;19.20     ;31.10     
2017/10/29 15:00:00 ;18.60     ;35.10     ;18.30     ;35.40     ;19.00     ;32.90     ;19.10     ;32.00     ;19.20     ;31.10     
2017/10/29 15:15:00 ;18.60     ;35.10     ;18.30     ;35.40     ;19.00     ;32.90     ;19.10     ;32.00     ;19.20     ;31.10     
2017/10/29 15:30:00 ;18.70     ;35.10     ;18.30     ;35.40     ;19.00     ;33.40     ;19.10     ;32.00     ;19.30     ;31.10     
2017/10/29 15:45:00 ;18.70     ;35.10     ;18.30     ;35.40     ;19.00     ;33.40     ;19.10     ;32.00     ;19.30     ;31.60     
2017/10/29 16:00:00 ;18.70     ;35.10     ;18.30     ;35.40     ;19.00     ;33.90     ;19.10     ;32.00     ;19.30     ;31.60     
2017/10/29 16:15:00 ;18.70     ;35.10     ;18.30     ;35.40     ;19.00     ;33.90     ;19.10     ;33.00     ;19.30     ;32.10     
2017/10/29 16:30:00 ;18.70     ;35.10     ;18.30     ;35.40     ;19.00     ;33.90     ;19.10     ;33.50     ;19.30     ;32.60     
2017/10/29 16:45:00 ;18.70     ;35.10     ;18.30     ;35.90     ;19.00     ;34.40     ;19.10     ;33.50     ;19.30     ;33.10     
2017/10/29 17:00:00 ;18.70     ;35.60     ;18.30     ;35.90     ;19.10     ;34.90     ;19.10     ;34.50     ;19.30     ;33.10     
2017/10/29 17:15:00 ;18.70     ;36.10     ;18.30     ;36.90     ;19.10     ;34.90     ;19.10     ;34.50     ;19.30     ;33.60     
2017/10/29 17:30:00 ;18.70     ;36.10     ;18.30     ;36.90     ;19.10     ;34.90     ;19.10     ;35.00     ;19.30     ;34.10     
2017/10/29 17:45:00 ;18.70     ;36.60     ;18.30     ;37.40     ;19.10     ;35.40     ;19.10     ;35.50     ;19.40     ;34.10     
2017/10/29 18:00:00 ;18.70     ;36.60     ;18.30     ;37.40     ;19.10     ;35.40     ;19.10     ;35.50     ;19.40     ;34.60     
2017/10/29 18:15:00 ;18.70     ;37.10     ;18.30     ;37.90     ;19.10     ;35.90     ;19.20     ;36.00     ;19.40     ;34.60     
2017/10/29 18:30:00 ;18.70     ;37.60     ;18.30     ;38.40     ;19.10     ;36.40     ;19.20     ;36.50     ;19.40     ;35.10     
2017/10/29 18:45:00 ;18.70     ;38.10     ;18.30     ;38.40     ;19.10     ;36.40     ;19.20     ;37.00     ;19.40     ;35.60     
2017/10/29 19:00:00 ;18.70     ;38.10     ;18.30     ;38.90     ;19.10     ;36.90     ;19.20     ;37.00     ;19.40     ;35.60     
2017/10/29 19:15:00 ;18.70     ;38.60     ;18.30     ;38.90     ;19.10     ;37.40     ;19.30     ;37.00     ;19.40     ;35.60     
2017/10/29 19:30:00 ;18.60     ;38.60     ;18.30     ;38.90     ;19.10     ;38.90     ;19.30     ;36.40     ;19.50     ;35.60     
2017/10/29 19:45:00 ;18.60     ;39.10     ;18.30     ;38.90     ;19.10     ;39.40     ;19.30     ;36.40     ;19.50     ;35.60     
2017/10/29 20:00:00 ;18.60     ;39.10     ;18.30     ;39.40     ;19.10     ;39.40     ;19.30     ;36.40     ;19.50     ;35.60     
