Sito;Lissone;
Data e ora del report;2017/12/11 07:50:48 ;Dalla data;2017/12/10 00:00:00 ;Alla data;2017/12/11 00:00:00 ;Frequenza;15 min.;
;LabPTsx-T;LabPTsx-U;LabPTdx-T;LabPTdx-U;cacli-T;cacli-U;LabPSsx-T;LabPSsx-U;LabPSdx-T;LabPSdx-U
2017/12/10 00:15:00 ;19.70     ;14.10     ;20.00     ;13.70     ;18.60     ;14.00     ;19.70     ;11.60     ;21.40     ;10.60     
2017/12/10 00:30:00 ;19.60     ;14.10     ;20.00     ;13.70     ;18.70     ;14.50     ;19.70     ;11.60     ;21.30     ;10.60     
2017/12/10 00:45:00 ;19.60     ;14.10     ;19.90     ;13.70     ;18.30     ;14.50     ;19.70     ;12.10     ;21.30     ;11.10     
2017/12/10 01:00:00 ;19.50     ;14.10     ;19.90     ;13.70     ;18.30     ;14.50     ;19.70     ;12.10     ;21.30     ;11.10     
2017/12/10 01:15:00 ;19.50     ;14.10     ;19.80     ;13.70     ;18.50     ;14.50     ;19.70     ;12.10     ;21.30     ;11.10     
2017/12/10 01:30:00 ;19.40     ;14.10     ;19.80     ;13.70     ;18.40     ;15.00     ;19.70     ;12.60     ;21.30     ;11.60     
2017/12/10 01:45:00 ;19.30     ;14.10     ;19.70     ;13.70     ;18.30     ;15.00     ;19.70     ;12.60     ;21.30     ;11.60     
2017/12/10 02:00:00 ;19.30     ;14.10     ;19.70     ;13.70     ;18.60     ;15.50     ;19.70     ;12.60     ;21.30     ;11.60     
2017/12/10 02:15:00 ;19.30     ;14.60     ;19.60     ;13.70     ;18.50     ;15.50     ;19.70     ;12.60     ;21.30     ;11.60     
2017/12/10 02:30:00 ;19.20     ;14.60     ;19.60     ;13.70     ;18.40     ;15.50     ;19.70     ;12.60     ;21.30     ;11.60     
2017/12/10 02:45:00 ;19.10     ;14.60     ;19.50     ;13.70     ;18.40     ;15.50     ;19.60     ;13.10     ;21.30     ;11.60     
2017/12/10 03:00:00 ;19.10     ;14.60     ;19.50     ;13.70     ;18.40     ;15.50     ;19.60     ;13.10     ;21.20     ;11.60     
2017/12/10 03:15:00 ;19.00     ;14.60     ;19.40     ;13.70     ;18.30     ;15.50     ;19.60     ;13.10     ;21.20     ;12.10     
2017/12/10 03:30:00 ;19.00     ;15.10     ;19.40     ;13.70     ;18.30     ;15.50     ;19.60     ;13.10     ;21.20     ;12.10     
2017/12/10 03:45:00 ;18.90     ;15.10     ;19.30     ;14.20     ;18.30     ;15.50     ;19.50     ;13.10     ;21.20     ;12.10     
2017/12/10 04:00:00 ;18.90     ;15.10     ;19.30     ;14.20     ;18.20     ;15.50     ;19.50     ;13.10     ;21.10     ;12.10     
2017/12/10 04:15:00 ;18.90     ;15.10     ;19.30     ;14.20     ;18.20     ;16.00     ;19.40     ;13.10     ;21.10     ;12.10     
2017/12/10 04:30:00 ;18.80     ;15.10     ;19.20     ;14.20     ;18.20     ;16.00     ;19.40     ;13.10     ;21.10     ;12.10     
2017/12/10 04:45:00 ;18.80     ;15.10     ;19.20     ;14.20     ;18.40     ;16.00     ;19.40     ;13.10     ;20.90     ;12.10     
2017/12/10 05:00:00 ;18.80     ;15.10     ;19.20     ;14.20     ;18.30     ;16.00     ;19.40     ;13.10     ;20.90     ;12.10     
2017/12/10 05:15:00 ;18.70     ;15.10     ;19.20     ;14.20     ;18.20     ;16.00     ;19.40     ;13.10     ;20.90     ;12.10     
2017/12/10 05:30:00 ;18.70     ;15.10     ;19.20     ;14.20     ;18.40     ;16.00     ;19.40     ;13.10     ;20.90     ;12.10     
2017/12/10 05:45:00 ;18.70     ;15.10     ;19.10     ;14.20     ;18.40     ;16.00     ;19.30     ;13.10     ;20.90     ;12.10     
2017/12/10 06:00:00 ;18.70     ;15.10     ;19.10     ;14.20     ;18.30     ;16.00     ;19.30     ;13.10     ;21.00     ;12.10     
2017/12/10 06:15:00 ;18.70     ;15.10     ;19.10     ;14.20     ;18.10     ;16.00     ;19.30     ;13.10     ;21.00     ;12.10     
2017/12/10 06:30:00 ;18.70     ;15.10     ;19.10     ;14.20     ;18.00     ;16.00     ;19.40     ;13.10     ;21.10     ;12.10     
2017/12/10 06:45:00 ;19.10     ;15.10     ;19.40     ;14.20     ;18.20     ;16.00     ;19.40     ;13.10     ;21.10     ;12.10     
2017/12/10 07:00:00 ;20.20     ;15.10     ;20.60     ;14.20     ;18.10     ;16.00     ;19.40     ;13.60     ;21.10     ;12.10     
2017/12/10 07:15:00 ;20.60     ;15.10     ;20.80     ;14.20     ;18.10     ;16.00     ;19.40     ;13.60     ;21.10     ;12.10     
2017/12/10 07:30:00 ;20.50     ;15.10     ;20.60     ;14.20     ;18.30     ;16.00     ;19.40     ;13.60     ;21.10     ;12.10     
2017/12/10 07:45:00 ;20.30     ;15.10     ;20.30     ;14.20     ;17.90     ;17.00     ;19.40     ;13.60     ;21.10     ;12.60     
2017/12/10 08:00:00 ;20.20     ;15.10     ;20.30     ;14.20     ;18.10     ;17.00     ;19.40     ;14.10     ;21.10     ;12.60     
2017/12/10 08:15:00 ;20.20     ;15.10     ;20.40     ;14.20     ;18.20     ;17.00     ;19.40     ;14.10     ;21.10     ;13.10     
2017/12/10 08:30:00 ;20.20     ;15.10     ;20.40     ;14.20     ;18.30     ;17.00     ;19.20     ;14.10     ;20.80     ;13.10     
